"","idxLike_1","idxLike_4","idxLike_5","ageLike_m1","ageLike_m4","ageLike_m5","ageLike_f1","ageLike_f4","ageLike_f5","relLike_1","relLike_2","relLike_3","fLike","catLike"
"1",-125.924,-49.177,-47.13,-309.041,144.207,-322.744,-345.97,-229.394,167.324,-258.021,-295.527,-12.263,-11.633,9.603
