"","tauIndex_1","tauIndex_4","tauIndex_5","tauAge_m1","tauAge_m4","tauAge_m5","tauAge_f1","tauAge_f4","tauAge_f5","tauRel_1","tauRel_2","tauRel_3"
"1",0.122,0.29,0.206,0.555,1.624,0.608,0.454,0.609,1.97,0.633,0.489,0.319
