"","objFun","maxGrad","h","SSB0","R0","M_m","M_f","sigma_R","bh_a","bh_b","SSB_T","MSY","Bmsy","Fmsy","Umsy","legUmsy","Dmsy","Dmsy_T"
"1",-1121.33,16.776,0.624,53.398,1.601,0.042,0.087,1,0.199,0.106,15.988,4.053,20.975,0.034,0.07,0.069,0.393,0.76
