"","OM","B0","M_m","M_f","h","B2016","B2018","Bmsy","Umsy","legUmsy","MSY","D2016","Dmsy2016","Dlrp2016","D2018","Dmsy2018","Dlrp2018","ProbB2016GtLRP","ProbB2018GtLRP"
"1","Ajustement 2018","54.1 (3.3)","0.0421 (0.0026)","0.0877 (0.0025)","0.617 (0.062)","12.5 (1.4)","16.3 (2)","20.4 (1.7)","0.0734 (0.01)","0.0773 (0.011)","4.37 (0.45)","0.231 (0.021)","0.613 (0.065)","1.53 (0.16)","0.301 (0.032)","0.8 (0.096)","2 (0.24)","1","1"
