"","OM","B0","M_m","M_f","h","B2016","B2018","Bmsy","Umsy","legUmsy","MSY","D2016","Dmsy2016","D2018","Dmsy2018"
"1","2018 Fit","54.1 (3.3)","0.0421 (0.0026)","0.0877 (0.0025)","0.617 (0.062)","12.5 (1.4)","16.3 (2)","20.4 (1.7)","0.0734 (0.01)","0.0773 (0.011)","4.37 (0.45)","0.231 (0.021)","0.613 (0.065)","0.301 (0.032)","0.8 (0.096)"
