"","fitYr","B0","M_m","M_f","h","B2016","B2018","Bmsy","Umsy","legUmsy","MSY","D2016","Dmsy2016","D2018","Dmsy2018"
"1","2016","57","0.0411","0.0788","0.556","10.9",NA,"23.4","0.0433","0.0423","2.79","0.191","0.467",NA,NA
