"","fitYr","B0","M_m","M_f","h","B2016","B2018","Bmsy","Umsy","legUmsy","MSY","D2016","D2018","Dmsy2016","Dmsy2018"
"1","2018","54.1","0.0421","0.0877","0.617","12.5","16.3","20.4","0.0734","0.0773","4.37","0.231","0.301","0.613","0.8"
