SSB0 h M_m M_f projSSB projLegalB projSublegalB projDep legalHR.T sublegalHR.T spawnB1 spawnB2 spawnB3 spawnB4 spawnB5 spawnB6 spawnB7 spawnB8 spawnB9 spawnB10 spawnB11 spawnB12 spawnB13 spawnB14 spawnB15 spawnB16 spawnB17 spawnB18 spawnB19 spawnB20 spawnB21 spawnB22 spawnB23 spawnB24 spawnB25 spawnB26 spawnB27 spawnB28 spawnB29 spawnB30 spawnB31 spawnB32 spawnB33 spawnB34 spawnB35 spawnB36 spawnB37 spawnB38 spawnB39 spawnB40 spawnB41 spawnB42 spawnB43 spawnB44 spawnB45 spawnB46 spawnB47 spawnB48 spawnB49 spawnB50 spawnB51 spawnB52 spawnB53 recDev10 recDev11 recDev12 recDev13 recDev14 recDev15 recDev16 recDev17 recDev18 recDev19 recDev20 recDev21 recDev22 recDev23 recDev24 recDev25 recDev26 recDev27 recDev28 recDev29 recDev30 recDev31 recDev32 recDev33 recDev34 recDev35 recDev36 recDev37 recDev38 recDev39 recDev40 recDev41 recDev42 recDev43 recDev44 recDev45 recDev46 recDev47 recDev48 recDev49 recDev50 recDev51 recDev52 tauIndex1 tauIndex2 tauIndex3 tauAges_m1 tauAges_m2 tauAges_m3 tauAges_f1 tauAges_f2 tauAges_f3 tauReleases1 tauReleases2 tauReleases3 tauReleases4 tauReleases5 qg1 qg2 qg3 Bmsy Fmsy Umsy legUmsy Dmsy MSY
55.6988 0.645565 0.0411732 0.0804436 0 0 0 0 0.094222 0.0399746 55.6988 55.5088 55.1867 54.6549 53.7616 52.2808 50.7019 49.7903 48.159 47.1236 45.8813 43.8253 41.9754 40.7775 40.0419 39.1388 38.544 38.1914 37.8416 37.3844 37.0043 36.4778 35.6999 34.7361 33.3867 31.9554 30.5641 29.0699 27.5489 25.9778 24.3975 23.0132 21.8511 20.5198 19.0605 17.7848 16.943 16.3306 16.0633 16.1336 16.0087 15.1886 14.0961 13.1174 12.1033 11.2487 10.4728 9.80919 9.23491 8.9385 8.98096 9.11558 0 -1.74955 0.577442 -0.540567 0.812669 -1.49565 0.860094 -2.39198 0.371628 0.0537015 -0.195318 -0.416946 -1.20561 0.388764 -0.985844 -0.209421 -2.15312 -1.21427 0.462017 -2.29093 -1.53206 -1.44418 -0.410629 -0.434554 -1.0953 -1.03473 -1.88136 1.13436 0.420995 -2.4407 -2.1933 -0.962904 -2.60486 -2.50472 -1.62133 -0.987566 -0.0780776 -0.640681 -0.820884 -2.25927 0.320881 0.671068 1.07843 1.16934 0.164359 0.524668 0.17504 0.522677 0.586094 0.467015 0.574303 0.646271 0.467147 0.425484 0.822647 0.637733 0 0 0.404511 0.241417 0.648562 21.8167948271893 0.0316105700639362 0.0524591869898736 0.0510933135369556 0.391692367289588 3.1631027474323
57.3842 0.56908 0.0411333 0.0784088 0 0 0 0 0.0853502 0.0449258 57.3842 57.1912 56.8654 56.3207 55.4089 53.883 52.2749 51.3189 49.6231 48.5813 47.2759 45.1606 43.2753 42.0449 41.2947 40.397 39.8287 39.5109 39.1729 38.7171 38.3445 37.8062 37.0306 36.0543 34.7262 33.2983 31.9044 30.3919 28.8436 27.2205 25.6215 24.1826 23.0068 21.6551 20.1734 18.8758 18.006 17.4052 17.1492 17.2423 17.1341 16.3163 15.2024 14.2323 13.1936 12.3168 11.5217 10.8493 10.2642 9.98646 9.92405 9.7219 0 -1.30336 0.431432 -0.184079 0.859578 -2.17868 0.897323 -1.72854 0.367504 0.0897508 -0.403527 -0.345434 -0.419921 0.147478 -0.411125 -0.315451 -1.61996 -1.07057 0.342662 -1.82884 -1.18332 -1.35714 -0.138148 -1.1652 -0.360187 -1.50658 -1.79078 1.27402 0.43155 -1.94203 -2.27424 -1.02398 -2.34868 -2.20286 -1.73366 -0.662108 -0.0229941 -0.478523 -0.614583 -1.61619 0.33499 0.933605 -0.197101 -0.437118 0.159868 0.528507 0.171173 0.521356 0.587255 0.467215 0.578663 0.646344 0.465189 0.41784 0.833579 0.646838 0 0 0.395475 0.230252 0.592771 23.2655935477367 0.0313925333722149 0.0446036017101189 0.0435273599926289 0.405435530123913 2.85924558079833
56.2877 0.614921 0.0411466 0.0803137 0 0 0 0 0.0781907 0.0435541 56.2877 56.0984 55.7772 55.2368 54.3466 52.8607 51.3311 50.4243 48.7765 47.7604 46.5098 44.4912 42.6841 41.5017 40.7642 39.8853 39.3156 38.977 38.6231 38.181 37.8394 37.3543 36.6261 35.697 34.3712 32.9567 31.574 30.0716 28.5424 26.9681 25.4147 24.0269 22.8883 21.5586 20.0978 18.8488 18.0376 17.4812 17.2783 17.4098 17.3329 16.5628 15.5023 14.552 13.546 12.6831 11.9163 11.2663 10.7334 10.4666 10.3949 10.1906 0 -1.40124 0.49623 -0.0927366 0.761398 -2.63901 0.8314 -1.37097 0.386177 0.0197128 -0.225819 -0.274965 -0.424019 0.0986227 -0.803345 -0.298181 -1.24667 -1.1752 0.423877 -1.96556 -1.3179 -1.15202 -0.291988 -1.00181 -0.321592 -2.25615 -1.23713 1.22283 0.369539 -2.11969 -1.86937 -1.19004 -2.12797 -2.11619 -1.86198 -0.844306 0.0717066 -0.5841 -0.769824 -1.38591 0.429779 0.405818 -0.674277 0.00948143 0.158167 0.518668 0.167334 0.521043 0.588584 0.467483 0.574501 0.648763 0.46984 0.414528 0.820378 0.649801 0 0 0.376246 0.22487 0.57173 22.4241878850793 0.0328298561813402 0.0493625807670741 0.0481111200998824 0.398385222438993 3.07103141815105
58.9516 0.510061 0.0411432 0.0789751 0 0 0 0 0.0675694 0.033863 58.9516 58.7582 58.4344 57.8781 56.9483 55.4335 53.8536 52.9261 51.2195 50.1546 48.8908 46.8245 44.9443 43.65 42.8816 41.9669 41.3474 41.0123 40.6826 40.2513 39.8745 39.3416 38.5559 37.5529 36.186 34.7249 33.3172 31.7912 30.2449 28.6269 27.0071 25.548 24.3574 22.9534 21.481 20.1727 19.3345 18.7723 18.5633 18.6841 18.6098 17.8367 16.774 15.8186 14.8008 13.9446 13.1839 12.552 12.0406 11.8017 11.8958 11.9627 0 -2.29877 0.686199 -0.24581 0.527783 -2.66156 1.10468 -1.83857 0.203038 0.334438 -0.914351 -0.0884694 -0.692945 0.197936 -0.551155 -0.350224 -0.884788 -1.04021 0.341473 -1.50428 -1.53249 -1.17456 -0.257572 -1.14074 -0.0100478 -1.61414 -0.958392 1.14712 0.708837 -2.33132 -1.87194 -1.15772 -1.79446 -1.98157 -1.39459 -0.789368 0.211327 -0.178295 -0.583833 -2.01057 0.590242 0.585832 1.19232 0.443483 0.156952 0.529301 0.157871 0.522214 0.585873 0.466435 0.579633 0.65075 0.463744 0.41238 0.834207 0.658463 0 0 0.363566 0.209264 0.496479 24.734859160071 0.0227787635267111 0.0391763730071518 0.0382698413214261 0.419579098108804 2.71706713367939
56.668 0.573648 0.0411144 0.0813907 0 0 0 0 0.0727421 0.0433719 56.668 56.4772 56.1588 55.622 54.7243 53.2614 51.7375 50.8425 49.2214 48.1995 46.9708 44.9433 43.0684 41.7853 40.9709 39.9733 39.2997 38.9283 38.5632 38.1579 37.8235 37.3634 36.6542 35.7447 34.4487 33.0483 31.6657 30.1516 28.6064 26.9906 25.4148 24.0032 22.8474 21.5183 20.0819 18.8346 18.0171 17.4579 17.2472 17.3752 17.326 16.5873 15.5464 14.6276 13.6628 12.8549 12.146 11.5578 11.087 10.8438 10.7318 10.4491 0 -1.78935 0.538222 -0.892521 0.724312 -1.52895 0.934129 -2.18127 0.397651 0.246401 -1.20721 0.240985 -1.39249 0.292166 -1.0938 -0.153501 -1.74586 -0.905145 0.331953 -1.67266 -2.28663 -1.1833 -0.0147869 -1.27189 -0.317375 -1.90213 -1.17314 1.12437 0.637534 -2.12299 -1.82309 -1.24607 -1.81922 -1.901 -1.63307 -0.821188 0.288783 -0.499787 -0.863528 -1.74183 0.417907 0.228061 -1.19812 -0.178105 0.159733 0.518508 0.165854 0.52435 0.583552 0.466454 0.581158 0.645369 0.468757 0.427521 0.819149 0.641508 0 0 0.381294 0.221541 0.549765 23.0957915945044 0.0269185821813578 0.0460536363337395 0.0449165270459065 0.40756320312177 3.00057034031127
57.184 0.596864 0.0410621 0.0806763 0 0 0 0 0.0708234 0.0347534 57.184 56.9938 56.674 56.1406 55.2415 53.7783 52.2315 51.331 49.6912 48.6619 47.4389 45.4212 43.5468 42.3016 41.5373 40.5749 39.8954 39.5028 39.1081 38.6313 38.2304 37.6971 36.9201 35.9575 34.6203 33.2111 31.8213 30.3158 28.7594 27.1293 25.5114 24.0833 22.8829 21.5171 20.0232 18.7781 17.9722 17.4716 17.33 17.5365 17.5522 16.8712 15.8554 14.9427 13.9968 13.1979 12.4981 11.9187 11.439 11.2183 11.2918 11.3255 0 -2.21828 0.705397 -0.811059 0.596519 -1.03394 0.892958 -2.74131 0.304661 0.316279 -0.624279 -0.450585 -0.479981 0.216408 -0.771447 -0.318306 -1.19652 -1.4704 0.330039 -1.49313 -2.35971 -1.25976 -0.255608 -0.504078 -0.800847 -1.96937 -1.52749 1.33534 0.346073 -1.79725 -1.97199 -1.23473 -2.21259 -1.60651 -1.80731 -0.641069 0.159317 -0.258319 -1.0781 -1.58227 0.174139 0.454778 1.07192 0.326017 0.157896 0.515104 0.159288 0.52806 0.587552 0.463235 0.585157 0.64252 0.466071 0.416367 0.814207 0.648133 0 0 0.370805 0.220175 0.539819 23.0256865477521 0.0303442290691729 0.047831982772452 0.0466331856997599 0.402659599673896 3.07699867978415
57.4934 0.580189 0.041062 0.0792756 0 0 0 0 0.066257 0.0329191 57.4934 57.2994 56.9764 56.4326 55.5228 54.028 52.4382 51.5164 49.8413 48.7818 47.5332 45.4703 43.5892 42.3599 41.6437 40.756 40.1853 39.9074 39.608 39.21 38.8799 38.3734 37.6037 36.6399 35.2987 33.8608 32.4549 30.9609 29.41 27.7906 26.1644 24.7242 23.5281 22.1452 20.6267 19.3887 18.5966 18.1222 18.0199 18.2696 18.3289 17.6475 16.632 15.7368 14.7786 13.9762 13.2678 12.6822 12.2144 11.9968 11.9638 11.9987 0 -1.9921 0.697547 -0.938462 0.691793 -0.510848 0.934933 -2.57907 0.278744 0.342511 -0.894921 -0.191362 -0.416018 0.130864 -0.990814 -0.0971576 -1.10446 -1.24862 0.346986 -1.55898 -2.14163 -1.19705 -0.375292 -0.380723 -0.595217 -1.92087 -1.58547 1.41622 0.25337 -1.15146 -2.17092 -1.31566 -1.84553 -2.10899 -1.49846 -0.36255 0.104167 -0.252766 -1.08826 -1.45798 0.471014 0.188562 0.00236103 1.52446 0.158224 0.511216 0.160538 0.522629 0.587931 0.464159 0.582588 0.644127 0.467306 0.418451 0.815336 0.653528 0 0 0.3708 0.216565 0.526988 23.2050460381975 0.0272186974059377 0.046098975149167 0.0449646324934912 0.403612345733554 2.96602559095101
57.6116 0.558558 0.0410438 0.0786172 0 0 0 0 0.0714992 0.0364838 57.6116 57.4146 57.085 56.5405 55.6243 54.1276 52.5113 51.5761 49.8816 48.811 47.5579 45.4724 43.5878 42.328 41.5564 40.6089 39.9699 39.6106 39.2591 38.8504 38.5175 38.0442 37.3211 36.4188 35.1188 33.7203 32.341 30.825 29.2418 27.5476 25.8621 24.3616 23.1231 21.7199 20.2232 18.9511 18.1387 17.6297 17.4584 17.6325 17.6233 16.9048 15.8746 14.9764 14.0342 13.235 12.5343 11.9559 11.4956 11.3298 11.4074 11.4209 0 -2.42764 0.723995 -0.731628 0.660982 -1.19624 0.949345 -2.3514 0.396025 0.340193 -0.573718 -0.418734 -0.446943 0.24561 -0.579219 -0.400016 -0.898648 -1.21042 0.176681 -1.24691 -2.43197 -1.17513 -0.339984 -0.481953 -0.253113 -2.29923 -0.988248 1.22471 0.622093 -2.04684 -1.68556 -1.23187 -1.98956 -1.8525 -1.5127 -0.42064 0.290335 -0.458348 -0.981507 -1.26891 0.557107 0.766015 0.431128 0.568644 0.155302 0.53073 0.160186 0.523474 0.586971 0.46302 0.579845 0.646479 0.46949 0.41572 0.805032 0.633064 0 0 0.367802 0.21991 0.558851 23.5319660983977 0.0313141796751761 0.0435148431738132 0.0424711516051399 0.408458819029461 2.83398463364868
57.0163 0.57559 0.0410792 0.0799666 0 0 0 0 0.0679412 0.0376548 57.0163 56.8215 56.4963 55.9608 55.063 53.5759 52.0092 51.0901 49.4398 48.3977 47.155 45.1256 43.2697 42.0258 41.3017 40.4194 39.825 39.5396 39.2319 38.8395 38.4754 37.9608 37.204 36.2696 34.9562 33.569 32.2087 30.7441 29.1988 27.5757 25.943 24.4879 23.2691 21.8842 20.4131 19.1345 18.3313 17.8339 17.687 17.8867 17.9126 17.23 16.2421 15.3603 14.4118 13.6076 12.8863 12.2937 11.854 11.6963 11.7622 11.6935 0 -2.41436 0.720025 -0.58489 0.596159 -1.42498 1.08144 -2.39618 0.097975 0.462637 -1.32758 -0.199225 -0.96743 0.473802 -0.607456 -0.43854 -1.14366 -1.44678 0.282387 -1.11675 -2.75421 -1.10652 -0.523462 -0.375306 -0.382526 -1.95979 -0.779221 1.11415 0.741892 -1.79159 -1.72565 -1.23687 -2.12358 -2.02932 -1.52523 -0.557921 0.168402 -0.307945 -1.06537 -0.989462 0.719189 0.491414 -0.236485 -0.378123 0.161649 0.524949 0.159515 0.520753 0.585079 0.463726 0.577177 0.645861 0.474555 0.427836 0.804954 0.633575 0 0 0.377717 0.216518 0.541608 23.1327810647184 0.0285102106201298 0.045737461904047 0.0446126564579585 0.405722241967971 2.95064766444383
58.1107 0.536943 0.0411241 0.0782736 0 0 0 0 0.0628947 0.0360785 58.1107 57.9146 57.5796 57.028 56.1155 54.5686 52.9597 52.0002 50.3143 49.2395 47.9628 45.9207 44.031 42.7707 42.0773 41.2392 40.6748 40.4808 40.245 39.9448 39.6917 39.2639 38.5505 37.6345 36.2876 34.8436 33.3995 31.8476 30.2355 28.5408 26.8571 25.3813 24.1199 22.6995 21.1571 19.853 19.0076 18.5054 18.3981 18.656 18.7468 18.123 17.1729 16.3141 15.3689 14.552 13.8143 13.199 12.7433 12.5805 12.6615 12.6168 0 -2.43826 0.759822 -0.199893 0.484934 -1.62783 1.18231 -1.96269 -0.187163 0.757109 -1.80625 -0.0332995 -1.26428 0.384426 -0.874221 -0.13269 -1.35389 -0.998505 0.130727 -0.734419 -2.13645 -1.53261 -0.164591 -0.46718 -0.661285 -2.05737 -0.851211 1.34963 0.63854 -1.70014 -1.15709 -1.35907 -2.04078 -1.98106 -1.1533 -0.618105 0.119475 -0.257795 -0.603449 -1.24609 0.88439 0.46441 -0.0601956 -0.484156 0.16141 0.507353 0.15753 0.523037 0.588371 0.461826 0.581567 0.644559 0.468676 0.438598 0.812819 0.640829 0 0 0.36977 0.214615 0.512681 23.9832625533704 0.0286168882361744 0.0414519692006451 0.040476372545695 0.412716806945544 2.75386432302508
59.1955 0.589528 0.0411476 0.0766633 0 0 0 0 0.0692312 0.0355019 59.1955 58.9951 58.66 58.1022 57.1633 55.5875 53.9157 52.9529 51.2211 50.1184 48.7813 46.7118 44.826 43.6272 42.9588 42.1783 41.6067 41.3807 41.0869 40.7001 40.3837 39.9028 39.1618 38.1943 36.8016 35.3073 33.8307 32.2271 30.5731 28.8322 27.1304 25.638 24.3846 22.9588 21.4345 20.0939 19.2371 18.6851 18.5275 18.7141 18.7234 18.0252 16.999 16.0854 15.1049 14.2334 13.4253 12.7357 12.1734 11.9322 12.0415 12.1021 0 -2.67712 0.727776 0.307003 0.377717 -1.69028 1.02745 -0.918308 -0.684118 0.883089 -1.69668 -0.314827 -0.932584 0.365892 -1.08396 -0.138965 -1.32114 -1.0597 0.157927 -1.03301 -2.2767 -1.35262 -0.0933325 -0.56554 -0.540472 -2.3385 -0.644417 1.14237 0.678392 -1.45997 -1.5741 -1.26473 -2.54843 -2.29414 -1.33995 -0.80304 0.00570837 -0.525905 -0.802957 -1.3151 0.690877 0.678163 0.984889 -1.20224 0.157267 0.528614 0.156817 0.526566 0.591127 0.461294 0.580974 0.649771 0.461494 0.441362 0.827063 0.622635 0 0 0.369309 0.213129 0.517478 23.6381942191807 0.0322123278715224 0.0459429573053107 0.0448205168068566 0.39932417530354 2.94040947281445
60.4181 0.521204 0.0411432 0.0760159 0 0 0 0 0.0681846 0.0330864 60.4181 60.2167 59.8753 59.3137 58.3484 56.7432 55.0863 54.119 52.3732 51.2504 49.8743 47.7834 45.8058 44.5152 43.7375 42.8477 42.1694 41.8171 41.4196 40.9731 40.584 40.0212 39.2142 38.1794 36.7565 35.2309 33.7416 32.1448 30.5099 28.7923 27.0906 25.5826 24.3153 22.8973 21.3679 20.0534 19.1941 18.6416 18.4651 18.6351 18.6237 17.886 16.8452 15.9341 14.991 14.181 13.4554 12.8581 12.3833 12.1684 12.313 12.4323 0 -2.74095 0.671596 0.255021 0.2647 -1.34859 1.00955 -0.774127 -0.739607 0.843229 -1.64922 -0.11638 -1.19707 0.123037 -0.526151 -0.0697334 -1.16202 -0.949363 0.0925491 -0.964877 -2.73995 -1.04888 -0.122868 -0.709452 -0.230798 -2.17886 -0.735229 1.29319 0.481995 -0.978928 -1.83593 -0.991478 -2.45371 -1.57872 -1.42375 -0.524971 0.4145 -0.647871 -0.473183 -1.6372 0.663406 0.346168 1.43629 0.448156 0.154189 0.524659 0.156797 0.525821 0.588934 0.456846 0.584564 0.650483 0.46249 0.421674 0.822586 0.627019 0 0 0.365108 0.216745 0.532274 24.9834084418659 0.0264262466529493 0.0393819620538688 0.0384736118932034 0.413508674418194 2.68357899765065
59.7256 0.512945 0.0411533 0.0765914 0 0 0 0 0.0704941 0.039748 59.7256 59.5249 59.1905 58.6271 57.6728 56.0711 54.4291 53.485 51.7518 50.6348 49.3194 47.2846 45.3396 44.051 43.2714 42.3464 41.6355 41.2848 40.913 40.4971 40.1591 39.6594 38.8846 37.8665 36.4285 34.8789 33.3655 31.7377 30.0937 28.3729 26.6689 25.1599 23.8886 22.4587 20.9063 19.5994 18.7405 18.1912 18.0278 18.2196 18.2283 17.5068 16.4672 15.5425 14.5708 13.7257 12.9696 12.3528 11.8588 11.6271 11.6125 11.4427 0 -2.59286 0.809626 -0.0755274 0.0613789 -0.988156 1.10167 -1.35472 -0.409101 0.898496 -2.0063 -0.273833 -1.45378 0.253512 -0.718572 0.00246462 -1.5928 -1.09673 0.18366 -0.913482 -2.02645 -1.43609 -0.202414 -0.743584 -0.224656 -1.72842 -1.4434 1.41729 0.381247 -0.860821 -2.44794 -1.07126 -2.04458 -2.0921 -1.23993 -0.805684 0.401488 -0.640333 -0.314587 -1.15467 0.676451 0.254545 0.286025 -0.18374 0.157021 0.512504 0.161511 0.522752 0.589222 0.459889 0.579704 0.647684 0.465568 0.418186 0.824003 0.643668 0 0 0.365811 0.222451 0.551539 24.850390643776 0.026632015967297 0.038707067481225 0.0378197906709788 0.416076031781615 2.64007958780381
58.7019 0.511806 0.0411474 0.0774095 0 0 0 0 0.0788671 0.0413718 58.7019 58.5024 58.1722 57.6112 56.667 55.1044 53.4835 52.5367 50.8302 49.7223 48.42 46.3778 44.5069 43.2648 42.5332 41.676 41.0586 40.7338 40.3722 39.9525 39.5689 39.0387 38.231 37.1846 35.7395 34.1847 32.6882 31.0955 29.4586 27.7602 26.08 24.5855 23.3201 21.8987 20.3623 19.0161 18.1186 17.4845 17.2191 17.2892 17.1744 16.3637 15.265 14.3133 13.3354 12.5041 11.7697 11.1538 10.6436 10.4886 10.5675 10.5484 0 -2.84437 0.759106 0.272097 0.181382 -1.66788 1.03183 -0.625441 -0.565818 0.835685 -1.92762 -0.199256 -1.54693 0.3524 -1.02853 -0.00561649 -1.38957 -1.07795 0.277426 -1.4542 -2.47469 -1.0961 -0.151858 -0.853944 -0.239487 -1.87471 -1.18019 1.22411 0.587363 -1.04344 -2.79372 -1.05645 -2.06545 -1.75792 -1.12207 -0.774528 0.380196 -0.814876 -0.457781 -1.41425 0.758213 1.21484 -0.272338 -0.427095 0.158577 0.524076 0.163122 0.526308 0.588867 0.459175 0.57854 0.649492 0.463169 0.426639 0.825495 0.644752 0 0 0.378975 0.230168 0.596258 24.5449129794152 0.0283756653451249 0.0386635021628253 0.0377797248252484 0.418128084089531 2.62314157120301
59.9476 0.524346 0.0411858 0.0766745 0 0 0 0 0.0689693 0.0384467 59.9476 59.7507 59.4184 58.8501 57.9113 56.3518 54.7075 53.753 52.0162 50.909 49.5157 47.3609 45.3687 44.0217 43.1614 42.2323 41.5967 41.2859 40.95 40.5228 40.1449 39.6048 38.8006 37.7657 36.3231 34.8032 33.3489 31.7633 30.1812 28.5367 26.9078 25.465 24.24 22.8508 21.3497 20.0393 19.1884 18.6095 18.3976 18.5225 18.4668 17.6923 16.6128 15.6698 14.6804 13.8443 13.1134 12.5069 12.0456 11.8641 11.9001 11.8043 0 -2.11595 0.150882 0.593681 0.406392 -2.22514 0.979092 -0.37912 -0.598571 0.764627 -1.65315 -0.335348 -1.56997 0.455464 -0.594487 -0.30414 -1.75377 -0.934923 0.39969 -1.65258 -1.68295 -1.12372 -0.288399 -0.561027 -0.480761 -0.701218 -1.26936 1.11385 0.784471 -1.84567 -1.82166 -1.35437 -1.83638 -2.31037 -0.915612 -0.633488 0.310649 -0.732611 -0.277608 -1.77464 0.89949 0.427639 -0.300413 -0.0860677 0.161126 0.528814 0.160254 0.521548 0.583489 0.464047 0.5766 0.649227 0.46979 0.420485 0.825212 0.643997 0 0 0.378353 0.218164 0.544789 24.7825149315701 0.0269859891587513 0.0398614752031782 0.0389371578319106 0.413402954106087 2.70611514430385
57.5511 0.61216 0.0412121 0.0780605 0 0 0 0 0.0739891 0.0384294 57.5511 57.3548 57.0259 56.4695 55.5594 54.0333 52.4108 51.4826 49.7677 48.704 47.3432 45.2138 43.2429 41.9555 41.1348 40.2677 39.7241 39.5371 39.3218 38.9992 38.7399 38.2893 37.5843 36.6408 35.2917 33.8546 32.4453 30.897 29.3318 27.6897 26.0583 24.6244 23.4113 22.0334 20.5407 19.2634 18.4077 17.8353 17.6197 17.7452 17.6808 16.8935 15.8165 14.8752 13.8776 13.0204 12.2715 11.642 11.1588 10.9854 11.0561 11.0607 0 -1.94509 -0.0454952 0.53245 0.688987 -1.28421 0.837166 -0.104832 -0.722364 0.74982 -1.55555 -0.443198 -0.477275 0.293841 -0.747249 -0.278163 -1.86813 -0.933064 0.369167 -1.63831 -2.1117 -1.10947 -0.37886 -0.542193 -0.528437 -1.3553 -0.697513 1.04812 0.608261 -1.5259 -2.44317 -1.37253 -2.06986 -1.81279 -1.58482 -0.598192 -0.0214626 -0.774504 -0.254944 -1.47671 0.784159 0.504719 -0.530196 0.45883 0.161128 0.5187 0.161447 0.515457 0.586279 0.469543 0.571883 0.648992 0.475731 0.427917 0.824953 0.640147 0 0 0.388843 0.228211 0.575891 22.7980369449975 0.0345860331550325 0.0483983252587168 0.0471882600110796 0.396135555097949 3.00698708681748
57.4666 0.559789 0.0412317 0.078071 0 0 0 0 0.0805017 0.0429427 57.4666 57.2715 56.9432 56.3841 55.4684 53.9435 52.3559 51.4148 49.7006 48.6172 47.2326 45.1425 43.1637 41.8857 41.0956 40.2053 39.6145 39.3969 39.1393 38.759 38.4333 37.9474 37.1793 36.1754 34.7602 33.2734 31.8169 30.2622 28.6932 27.0389 25.4348 24.0324 22.8499 21.5296 20.0756 18.8163 17.9595 17.3942 17.1634 17.2539 17.145 16.3397 15.2516 14.2961 13.2975 12.4469 11.696 11.0711 10.5798 10.3314 10.3041 10.1452 0 -1.79137 -0.0410847 0.684772 0.270205 -0.151637 0.83447 -0.513648 -0.855741 0.867 -1.41621 -0.630444 -1.05255 0.465828 -0.859769 -0.322836 -2.10027 -0.778996 0.365144 -1.36234 -2.19882 -1.30257 -0.064562 -0.818083 -0.378311 -0.9077 -1.14867 1.04663 0.724212 -1.33533 -2.28052 -1.37582 -1.97716 -2.08973 -1.44121 -0.733718 0.335907 -1.06678 -0.346334 -1.42819 0.795698 -0.0527986 0.187384 0.295972 0.163079 0.521652 0.166705 0.519285 0.585073 0.466392 0.573313 0.64929 0.47404 0.429027 0.823111 0.620621 0 0 0.402728 0.234849 0.609285 23.396587825502 0.0312484042437232 0.0435484693433776 0.0425047778044419 0.407133671132484 2.80160580788181
57.0401 0.486157 0.0412585 0.0780447 0 0 0 0 0.0772706 0.0449059 57.0401 56.844 56.5126 55.9546 55.0267 53.508 51.9142 50.9737 49.2498 48.1718 46.8034 44.7168 42.7354 41.4464 40.6365 39.7427 39.141 38.9291 38.7225 38.4277 38.1942 37.8198 37.1464 36.2323 34.8873 33.4571 32.0332 30.5011 28.9274 27.2753 25.647 24.2121 23.0234 21.6795 20.2309 18.9701 18.1176 17.567 17.3575 17.475 17.3879 16.5909 15.5089 14.5582 13.57 12.7128 11.9607 11.3463 10.8692 10.6387 10.6124 10.3805 0 -2.10892 0.22703 0.560917 0.206773 -0.175609 0.886995 -0.286627 -0.764763 0.959418 -1.2642 -0.762219 -1.237 0.651658 -1.0617 -0.281468 -1.93363 -0.646447 0.2741 -1.14851 -2.01345 -0.906364 -0.106553 -0.917689 -0.0911482 -0.958304 -1.2921 1.23936 0.653021 -0.796295 -2.37002 -1.14705 -2.03081 -1.80312 -1.60799 -0.532069 0.476397 -0.95485 -0.117346 -1.01857 0.861802 0.0612583 0.151206 -1.4115 0.160795 0.518764 0.165284 0.515436 0.585736 0.466697 0.57215 0.650311 0.478121 0.431295 0.822732 0.621121 0 0 0.397005 0.233092 0.601678 24.2109336663353 0.0257703661501351 0.0363621817390628 0.0355465922787211 0.424454614671701 2.45819140254392
56.5644 0.582258 0.041253 0.079716 0 0 0 0 0.0836287 0.0424505 56.5644 56.3717 56.0442 55.5026 54.5999 53.1238 51.5688 50.6451 48.9821 47.9243 46.6223 44.6289 42.7567 41.504 40.7314 39.8434 39.1898 38.8428 38.4866 38.0387 37.6393 37.1028 36.2923 35.2483 33.8114 32.3109 30.8305 29.2563 27.673 26.0368 24.4307 23.0401 21.8808 20.5623 19.1595 17.9356 17.121 16.5716 16.3514 16.449 16.3321 15.5219 14.4434 13.495 12.5337 11.7111 10.994 10.4062 9.95436 9.74615 9.81029 9.70837 0 -2.6084 0.523237 0.420346 0.160128 -1.2185 0.902458 -0.312326 -0.997043 0.735866 -0.547627 -1.04702 -1.10917 0.362667 -0.909155 -0.224834 -2.31696 -0.701621 0.133436 -1.04338 -1.8906 -1.35273 -0.0961254 -0.608899 -0.732415 -1.03437 -0.734254 1.08066 0.367828 -0.789962 -1.81818 -1.41681 -2.19216 -1.84054 -1.43145 -0.929938 0.397971 -1.11004 -0.370798 -1.37229 0.69896 -0.0628967 0.897878 -1.92568 0.161072 0.523608 0.168351 0.525424 0.586179 0.458126 0.578636 0.649866 0.47571 0.432912 0.811132 0.612548 0 0 0.408303 0.242175 0.637806 22.8778872383527 0.0305635125222489 0.0461665542811788 0.0450281147973894 0.404457348409118 2.93076448103874
