SSB0 h M_m M_f projSSB projLegalB projSublegalB projDep legalHR.T sublegalHR.T spawnB1 spawnB2 spawnB3 spawnB4 spawnB5 spawnB6 spawnB7 spawnB8 spawnB9 spawnB10 spawnB11 spawnB12 spawnB13 spawnB14 spawnB15 spawnB16 spawnB17 spawnB18 spawnB19 spawnB20 spawnB21 spawnB22 spawnB23 spawnB24 spawnB25 spawnB26 spawnB27 spawnB28 spawnB29 spawnB30 spawnB31 spawnB32 spawnB33 spawnB34 spawnB35 spawnB36 spawnB37 spawnB38 spawnB39 spawnB40 spawnB41 spawnB42 spawnB43 spawnB44 spawnB45 spawnB46 spawnB47 spawnB48 spawnB49 spawnB50 spawnB51 spawnB52 spawnB53 recDev10 recDev11 recDev12 recDev13 recDev14 recDev15 recDev16 recDev17 recDev18 recDev19 recDev20 recDev21 recDev22 recDev23 recDev24 recDev25 recDev26 recDev27 recDev28 recDev29 recDev30 recDev31 recDev32 recDev33 recDev34 recDev35 recDev36 recDev37 recDev38 recDev39 recDev40 recDev41 recDev42 recDev43 recDev44 recDev45 recDev46 recDev47 recDev48 recDev49 recDev50 recDev51 recDev52 tauIndex1 tauIndex2 tauIndex3 tauAges_m1 tauAges_m2 tauAges_m3 tauAges_f1 tauAges_f2 tauAges_f3 tauReleases1 tauReleases2 tauReleases3 tauReleases4 tauReleases5 qg1 qg2 qg3 Bmsy Fmsy Umsy legUmsy Dmsy MSY
57.3737 0.560892 0.0408423 0.0788947 0 0 0 0 0.0714975 0.0378987 57.3737 57.1818 56.8563 56.3127 55.4129 53.8866 52.3192 51.3994 49.7252 48.6898 47.4682 45.4914 43.6434 42.4331 41.6835 40.8022 40.1687 39.8012 39.4419 38.9717 38.5919 38.0562 37.2754 36.2844 34.9161 33.4432 32.0277 30.5049 28.9663 27.3109 25.6762 24.2172 22.9859 21.5938 20.1304 18.8341 18.0059 17.4432 17.2046 17.3246 17.257 16.4979 15.4703 14.5652 13.615 12.8161 12.1026 11.5151 11.0845 11.0063 11.1558 11.1909 0 -1.12316 0.609781 0.0522275 0.209998 -0.566785 0.848325 -0.762999 0.108039 0.330285 -0.163977 -1.07576 -0.730845 0.368565 -0.646017 -0.413796 -0.878032 -1.17211 0.177344 -1.33413 -1.8526 -1.3419 -0.287 -0.389986 -0.57931 -1.59703 -1.16212 1.13739 0.710076 -2.63738 -2.11952 -0.760472 -2.80738 -2.35911 -1.29579 -0.458318 0.16986 -0.3988 -0.72454 -1.45433 0.895277 1.01357 -1.62924 -0.491736 0.16118 0.52574 0.159496 0.526715 0.586077 0.458186 0.5812 0.645412 0.471139 0.417671 0.814466 0.63979 0 0 0.388395 0.22601 0.582415 23.4515955634457 0.0324479501239057 0.0437047646734168 0.0426559038274506 0.408751667810263 2.84737214153666
57.5237 0.635334 0.0408605 0.0771935 0 0 0 0 0.0715752 0.0346267 57.5237 57.3299 56.9992 56.4371 55.5144 53.9759 52.3666 51.4136 49.7291 48.6964 47.4498 45.4386 43.598 42.4096 41.7329 40.928 40.3791 40.1174 39.8659 39.5069 39.2314 38.7896 38.0795 37.1382 35.781 34.3038 32.8616 31.3031 29.7373 28.092 26.4749 25.0144 23.7941 22.4075 20.9017 19.5704 18.7067 18.129 17.8935 18.0168 17.9574 17.2005 16.1544 15.2322 14.2381 13.4 12.6514 12.0212 11.5308 11.4197 11.5588 11.6498 0 -0.963273 0.611359 -0.0617189 0.493741 -1.16175 1.00895 -1.10484 -0.10378 0.478653 -0.00225157 -1.0109 -0.834273 0.327889 -1.0994 -0.0675775 -1.30977 -1.67812 0.296798 -1.18805 -1.45202 -1.24771 -0.520511 -0.640335 -0.354894 -1.24946 -1.64166 1.02504 0.808388 -2.67648 -2.17396 -1.14384 -2.95212 -1.98902 -1.50637 -0.699263 0.119295 -0.443325 -0.771022 -1.86054 0.535081 1.08946 -0.515941 0.341252 0.167327 0.51577 0.159081 0.525059 0.587608 0.459495 0.580256 0.652548 0.462373 0.418292 0.822809 0.647386 0 0 0.401323 0.226368 0.565592 22.4808156481928 0.0374334137421367 0.050164304379887 0.0488988216597157 0.390809625392539 3.05136013119818
56.3378 0.601055 0.0408906 0.0778529 0 0 0 0 0.0739343 0.0398071 56.3378 56.1441 55.8159 55.2617 54.3374 52.7974 51.2021 50.2513 48.5574 47.5487 46.3319 44.38 42.5777 41.4519 40.8248 40.0585 39.5233 39.2957 39.0581 38.7176 38.4634 38.016 37.2903 36.3471 34.9735 33.4968 32.0449 30.4908 28.9311 27.2965 25.6846 24.2287 23.023 21.6637 20.1971 18.9084 18.0806 17.5221 17.3311 17.466 17.4099 16.6325 15.5809 14.651 13.6726 12.8493 12.126 11.5388 11.083 10.9379 11.0211 10.9336 0 -0.616092 0.62227 -0.0400983 0.358675 -0.528665 0.964902 -0.74686 -0.291456 0.681373 -0.371408 -0.877028 -0.638485 0.182762 -1.05332 0.154751 -1.76289 -1.43825 0.278396 -1.29497 -1.7435 -0.805999 -0.484929 -0.718745 -0.535192 -0.580847 -1.54144 1.11423 0.717738 -2.81495 -1.47244 -1.08401 -2.57812 -2.53438 -1.35709 -0.834283 0.31222 -0.404687 -0.51541 -1.56075 0.487064 0.743801 -0.0319818 -0.920325 0.161024 0.521342 0.162539 0.520994 0.589183 0.455533 0.579146 0.657252 0.465709 0.433491 0.8145 0.634833 0 0 0.406903 0.23182 0.594922 22.473530372513 0.0353434344512782 0.0471937832360554 0.0460315983947908 0.398906779684564 2.89952003721906
57.9639 0.627945 0.0409382 0.0782551 0 0 0 0 0.0708204 0.0311316 57.9639 57.7699 57.4388 56.8907 55.9733 54.4479 52.8394 51.9025 50.1915 49.1826 47.9368 45.9467 44.0743 42.8589 42.1386 41.275 40.6481 40.3254 40.0182 39.6235 39.3185 38.8432 38.0815 37.1377 35.7525 34.2778 32.8303 31.2972 29.7493 28.1226 26.5288 25.0908 23.8901 22.524 21.0657 19.77 18.9609 18.4075 18.2112 18.3437 18.2839 17.5136 16.4444 15.4925 14.4901 13.6263 12.8637 12.2334 11.7269 11.4795 11.7991 12.18 0 -0.979117 0.503599 0.172073 0.250553 -0.976014 0.971818 -1.17347 -0.042655 0.620024 -0.570892 -0.731903 -0.624396 0.14109 -1.2278 0.208954 -2.07498 -1.42332 0.232584 -0.83766 -2.00324 -1.0933 -0.343516 -0.941324 -0.457519 -0.895485 -0.58969 0.979287 0.60266 -2.98302 -1.36953 -1.16745 -2.77028 -2.13224 -1.48545 -0.838842 0.146654 -0.612482 -0.493821 -1.67059 0.279823 0.264235 1.89405 -0.250037 0.15738 0.51858 0.155153 0.51799 0.588776 0.455399 0.586286 0.658385 0.461153 0.429085 0.824644 0.641566 0 0 0.396574 0.220136 0.541969 22.8101966623225 0.0357434666878806 0.0498649576102113 0.0486050029226613 0.393524187680996 3.10465658764746
58.1647 0.515222 0.0409499 0.078149 0 0 0 0 0.0767989 0.0428707 58.1647 57.971 57.6403 57.0862 56.1678 54.6462 53.0405 52.1079 50.4107 49.3784 48.1127 46.0336 44.1259 42.8614 42.067 41.1191 40.4218 40.0479 39.6803 39.2391 38.9068 38.4504 37.7023 36.7721 35.4248 33.9657 32.5279 30.9631 29.385 27.7423 26.1366 24.6873 23.4801 22.1048 20.6473 19.3299 18.4877 17.9048 17.6729 17.7719 17.674 16.8897 15.795 14.8397 13.8352 12.9808 12.2125 11.5777 11.045 10.7485 10.6558 10.4182 0 -1.06402 0.542792 -0.315499 0.5302 -1.03175 0.944634 -1.00215 -0.063923 0.698314 -0.889747 -0.530976 -0.309429 0.148239 -0.868477 -0.081692 -1.64102 -1.28307 0.375886 -1.10174 -2.13698 -1.09788 -0.156494 -0.889535 -0.522229 -0.469834 -0.943231 1.00408 0.860471 -2.33054 -1.67945 -1.09467 -2.51736 -1.83323 -1.22533 -0.813101 0.264995 -0.47066 -0.596937 -0.85859 0.405728 0.241664 0.444135 0.15444 0.159102 0.522915 0.168157 0.520866 0.584598 0.463249 0.581136 0.655202 0.461236 0.436482 0.831155 0.644215 0 0 0.398733 0.224587 0.562465 24.2623997260274 0.0230829766120073 0.0395003497516113 0.0385847941400879 0.417132723559606 2.67091126539687
55.9744 0.532522 0.0409531 0.078638 0 0 0 0 0.0889259 0.0462435 55.9744 55.7821 55.453 54.9071 53.9977 52.4849 50.9038 49.9553 48.2612 47.2466 46.0016 43.9755 42.1726 40.9665 40.2213 39.355 38.7231 38.4112 38.0811 37.6815 37.3842 36.9526 36.2345 35.3104 33.9835 32.542 31.1143 29.577 28.0253 26.4063 24.8327 23.4525 22.2809 20.9482 19.5204 18.2101 17.3617 16.7618 16.5094 16.5927 16.4938 15.6975 14.6131 13.6795 12.6847 11.8343 11.0466 10.3887 9.82783 9.53213 9.43671 9.2397 0 -1.01278 0.595938 -0.234396 0.596542 -0.97023 0.854676 -0.471472 -0.191458 0.703188 -0.856183 -0.432698 -0.353829 0.142252 -0.816454 -0.172991 -1.67186 -1.09772 0.416877 -1.23362 -2.03766 -1.04273 -0.254516 -0.452124 -0.8053 -0.788691 -0.818376 1.01161 0.886974 -2.51751 -1.80334 -0.905611 -2.58516 -2.46782 -1.10825 -1.06908 0.262195 -0.581167 -0.59753 -1.16339 0.454518 0.697082 0.205655 0.47766 0.163678 0.522466 0.174752 0.523728 0.584734 0.464289 0.581355 0.650384 0.463495 0.442915 0.822378 0.621312 0 0 0.425499 0.240653 0.636098 23.2180465681569 0.0301684365716336 0.0409500863063084 0.0399913793065192 0.414797596189631 2.64812223801586
56.6881 0.557747 0.0409556 0.0792235 0 0 0 0 0.0789053 0.042602 56.6881 56.495 56.1669 55.6277 54.7337 53.2407 51.6727 50.7396 49.0427 48.0369 46.785 44.7522 42.9575 41.7763 41.0466 40.1959 39.6114 39.3398 39.0539 38.6908 38.4132 37.9584 37.2183 36.2417 34.8575 33.3653 31.8817 30.3 28.6956 27.0394 25.4549 24.0517 22.878 21.5613 20.1646 18.879 18.0562 17.4757 17.2453 17.3385 17.248 16.4576 15.3936 14.4476 13.4569 12.6219 11.8599 11.2343 10.7302 10.4689 10.3906 10.1974 0 -0.916335 0.449461 -0.0347514 0.629492 -1.32422 0.865509 -0.66845 0.0428871 0.633025 -0.774282 -0.750805 -0.498922 0.153335 -0.755192 -0.215493 -2.11416 -1.08199 0.361831 -1.15129 -2.04876 -1.50355 -0.015135 -0.548976 -0.782941 -1.37044 -0.478956 0.963732 0.793137 -2.24753 -1.78782 -0.968021 -2.54109 -2.14596 -1.49261 -0.741482 0.255474 -0.761653 -0.456558 -1.15748 0.523935 0.225475 -0.159673 0.521955 0.162387 0.540852 0.168561 0.524455 0.58873 0.459501 0.580024 0.649888 0.465628 0.430718 0.823653 0.618612 0 0 0.404946 0.224246 0.593465 23.2033767372825 0.0297098490539028 0.0436837169124257 0.0426324486595705 0.40931653622687 2.82240807559391
57.8303 0.542986 0.040978 0.0792056 0 0 0 0 0.0710311 0.0366158 57.8303 57.6361 57.309 56.7622 55.8582 54.3772 52.8035 51.8905 50.2051 49.1937 47.9524 45.8898 44.056 42.807 42.0021 41.0501 40.3438 39.9563 39.5709 39.1237 38.7704 38.2804 37.5286 36.5393 35.1744 33.6747 32.1994 30.6372 29.0527 27.4074 25.8171 24.4063 23.2305 21.9028 20.4674 19.2103 18.4019 17.8604 17.6626 17.7874 17.717 16.9239 15.8508 14.9149 13.9154 13.0938 12.3461 11.7638 11.3414 11.1851 11.2398 11.2746 0 -0.827636 0.37553 -0.100597 0.498919 -0.839058 0.800688 -0.997092 0.10121 0.660464 -0.736689 -1.00088 -0.476779 0.294814 -1.1196 -0.134365 -2.91986 -1.05765 0.388979 -1.00908 -2.28442 -1.1114 -0.25106 -0.611419 -0.399389 -2.1242 -0.35746 1.11051 0.616735 -2.24948 -1.80695 -0.993932 -2.26296 -2.67064 -1.09174 -0.826749 0.295731 -0.316416 -0.648711 -0.978771 0.819247 0.159088 0.0435018 1.08053 0.159077 0.519745 0.162552 0.520539 0.588503 0.462005 0.574935 0.648433 0.468113 0.420572 0.822696 0.636434 0 0 0.386138 0.22336 0.563136 23.8766328303928 0.0299970977209359 0.0421557827525765 0.04115495352692 0.412874095939201 2.80969946154124
59.3788 0.568278 0.0409985 0.0780185 0 0 0 0 0.0658495 0.0318498 59.3788 59.1832 58.8523 58.2945 57.3679 55.8709 54.2626 53.3127 51.5859 50.5521 49.27 47.1715 45.3038 44.0604 43.2825 42.3631 41.6971 41.352 40.9992 40.5519 40.1349 39.585 38.7748 37.7244 36.3002 34.7698 33.2769 31.697 30.1117 28.4734 26.8621 25.423 24.2363 22.887 21.4234 20.1481 19.3054 18.7574 18.5373 18.6522 18.5776 17.7787 16.7077 15.7703 14.784 13.9595 13.23 12.6553 12.2451 12.1081 12.253 12.4459 0 -0.85489 0.30194 -0.00393768 0.530752 -0.477665 0.760511 -0.810666 -0.148716 0.644237 -0.639982 -0.9786 -0.938225 0.456819 -1.42535 -0.132521 -2.47804 -0.967759 0.413983 -1.43872 -1.69674 -1.4211 -0.27318 -0.686094 -0.186686 -2.18494 -0.71777 1.07856 0.615994 -2.47975 -2.269 -0.805391 -2.23432 -2.23523 -1.36707 -0.785824 0.424827 -0.731022 -0.484359 -1.66857 0.851238 0.121031 0.680541 1.22736 0.159845 0.520319 0.159323 0.520705 0.588412 0.463651 0.574844 0.649392 0.464396 0.417781 0.831876 0.643989 0 0 0.381528 0.215835 0.527185 24.0716399421811 0.0328583276168102 0.0443823005251063 0.0433206624250665 0.405391148729531 2.93860520375178
58.4861 0.601489 0.0409589 0.0788941 0 0 0 0 0.0742098 0.0280128 58.4861 58.2921 57.9625 57.4168 56.5126 55.0371 53.461 52.5356 50.8309 49.8121 48.5254 46.4899 44.6017 43.3474 42.5914 41.7038 41.0602 40.7115 40.3418 39.8682 39.4152 38.8214 37.9534 36.8834 35.4272 33.9121 32.4325 30.851 29.2603 27.595 25.9425 24.4686 23.2672 21.9159 20.4814 19.2023 18.3867 17.8387 17.6037 17.6795 17.5735 16.7607 15.6827 14.72 13.7207 12.8772 12.1334 11.5309 11.043 10.9232 11.0744 11.7905 0 -1.19541 0.337168 0.290429 0.365096 -1.17365 0.91004 -0.667961 -0.320672 0.508419 -0.669658 -0.681892 -1.41662 0.522977 -1.57983 -0.157306 -2.07665 -0.814552 0.149949 -1.08934 -1.75395 -1.72904 -0.397738 -0.760296 0.0661632 -1.84573 -1.30191 0.982574 0.621059 -2.18316 -2.07154 -1.13302 -1.87691 -2.79241 -1.32747 -1.15246 0.322292 -0.585935 -0.797017 -1.48132 0.3627 1.19566 0.032716 2.41485 0.159731 0.534118 0.161087 0.524343 0.587288 0.458159 0.580366 0.650801 0.464664 0.417945 0.833379 0.641468 0 0 0.39426 0.221137 0.561444 23.3876433053468 0.0337126217998991 0.0476026896279738 0.0464197267948712 0.399883789573023 3.06680050806874
57.5523 0.58804 0.0409616 0.0790168 0 0 0 0 0.0820535 0.0380057 57.5523 57.3577 57.0322 56.4889 55.5796 54.081 52.5052 51.5806 49.9041 48.9188 47.6698 45.694 43.8622 42.6596 41.9262 41.0344 40.414 40.0958 39.7698 39.3531 38.9605 38.4441 37.6267 36.5988 35.1549 33.6635 32.1793 30.5823 28.9654 27.2832 25.6167 24.1253 22.8981 21.5313 20.0479 18.732 17.8851 17.3058 17.0437 17.1143 16.9998 16.1742 15.0627 14.0815 13.0446 12.1625 11.3842 10.7577 10.2362 10.1031 10.2329 10.3511 0 -0.605345 0.338238 -0.00394552 0.49112 -0.91112 0.875536 -0.986502 0.218103 0.40935 -0.84734 -0.333391 -2.38127 0.542357 -1.34544 -0.225551 -2.04848 -0.755607 0.143589 -1.28805 -1.92318 -1.1893 -0.354328 -0.884368 -0.0757984 -2.30911 -1.75425 1.12696 0.606176 -1.95386 -2.61436 -1.27412 -2.23168 -2.45715 -1.36916 -1.21451 0.14535 -0.31881 -0.439652 -1.65339 0.315365 1.32247 -0.491451 0.652944 0.164975 0.536331 0.166824 0.524479 0.588163 0.458418 0.579617 0.647072 0.466728 0.425484 0.831905 0.648335 0 0 0.409377 0.227984 0.600775 23.1997249976237 0.0335029780558556 0.0463268404126855 0.0451886858039777 0.403106826271474 2.97029770934553
56.8428 0.576934 0.0409942 0.0787782 0 0 0 0 0.0827417 0.0380927 56.8428 56.6481 56.3206 55.7685 54.8474 53.345 51.7583 50.8403 49.1638 48.1494 46.8834 44.8799 43.0275 41.8613 41.1578 40.3158 39.7653 39.4922 39.2078 38.8164 38.4674 37.9745 37.1874 36.1716 34.7591 33.2765 31.8168 30.257 28.7029 27.0672 25.4378 23.968 22.7463 21.3651 19.871 18.5512 17.7012 17.1284 16.8952 16.9921 16.9152 16.094 14.9975 14.0439 13.052 12.2059 11.457 10.8412 10.3268 10.0729 9.99693 9.96624 0 -0.842087 0.461196 -0.105087 0.616941 -0.436461 0.777557 -0.931608 0.17105 0.495142 -0.790108 -0.424268 -1.5955 0.491091 -1.57074 -0.0934522 -1.80675 -0.78358 0.281257 -1.6719 -1.90485 -1.1238 -0.383225 -0.922192 -0.109478 -1.57405 -1.70947 1.14123 0.673305 -2.45721 -2.00794 -1.37088 -1.78831 -2.31148 -1.57549 -1.03405 0.388955 -0.761352 -0.605363 -1.65009 0.351653 0.550438 -0.284118 1.56642 0.164335 0.5248 0.171731 0.523611 0.587611 0.460936 0.575222 0.649112 0.464245 0.41469 0.823715 0.643566 0 0 0.401786 0.232578 0.610399 23.0334585839654 0.0326827661598073 0.0452343844507452 0.0441343798653087 0.405213300259055 2.87902489247746
56.336 0.610389 0.0409705 0.0797577 0 0 0 0 0.0787262 0.0378897 56.336 56.1415 55.8182 55.2778 54.3855 52.8901 51.3345 50.4226 48.764 47.7537 46.5155 44.5226 42.7099 41.5033 40.7826 39.9236 39.366 39.1108 38.8563 38.5357 38.2517 37.8235 37.1038 36.1629 34.7875 33.3244 31.8663 30.3284 28.7762 27.1552 25.5598 24.1403 22.9547 21.61 20.1677 18.8875 18.0665 17.5165 17.2949 17.3935 17.3175 16.5013 15.4402 14.496 13.4974 12.6393 11.8793 11.2484 10.718 10.4716 10.4809 10.4371 0 -1.00224 0.401307 -0.0840985 0.616517 -1.02302 0.942422 -1.1731 0.230062 0.33172 -0.341612 -0.275954 -1.96816 0.418816 -1.51132 -0.131798 -1.85605 -0.714013 0.27052 -1.33377 -2.36699 -1.08223 -0.231196 -0.98246 -0.147322 -2.18901 -0.998058 1.03179 0.672867 -2.57176 -1.69904 -1.68005 -1.62435 -2.97891 -1.53907 -0.864538 0.225813 -0.782807 -0.570949 -1.86893 0.234374 0.665377 0.588927 0.465318 0.162791 0.52583 0.167021 0.523973 0.586859 0.460409 0.575353 0.648958 0.46648 0.405502 0.818513 0.629941 0 0 0.388066 0.225074 0.575401 22.4505251419268 0.0291620025763739 0.0489599462133949 0.0477240056116655 0.398511167671238 3.04574281333348
57.2419 0.50534 0.0409698 0.0792049 0 0 0 0 0.0692673 0.0366334 57.2419 57.0497 56.7223 56.1738 55.2753 53.7627 52.1953 51.2725 49.619 48.5786 47.3321 45.3023 43.4614 42.299 41.6026 40.7446 40.1719 39.8886 39.5772 39.2126 38.8896 38.4129 37.6564 36.6899 35.2926 33.8292 32.3735 30.8229 29.2793 27.65 26.0518 24.646 23.4711 22.1167 20.6412 19.3504 18.5208 17.9729 17.7614 17.8888 17.836 17.0697 16.0474 15.1473 14.1847 13.3857 12.6923 12.147 11.7224 11.5232 11.5561 11.45 0 -1.12935 0.563562 -0.0464987 0.547199 -0.457086 0.785681 -1.03919 0.286197 0.53353 -0.979242 -0.176405 -1.31418 0.442789 -1.49847 -0.137584 -1.49568 -0.831099 0.339156 -0.876371 -2.17801 -1.25644 -0.385092 -0.433277 -0.178434 -2.15173 -1.15938 1.23068 0.689103 -2.33125 -1.08693 -1.83345 -1.23118 -2.64968 -1.27365 -0.516958 0.339365 -0.0702512 -0.432037 -1.2868 0.379027 0.189265 0.7922 0.371989 0.160078 0.518015 0.162389 0.52114 0.58875 0.462809 0.574808 0.648779 0.468143 0.402866 0.816019 0.655983 0 0 0.369255 0.220547 0.547848 24.1451471832681 0.0270604512083944 0.0385303000523634 0.037648745490132 0.421808975300752 2.6192452380442
56.7118 0.455088 0.0409541 0.0792675 0 0 0 0 0.0760544 0.0311873 56.7118 56.5174 56.1903 55.6397 54.7417 53.2452 51.671 50.7349 49.0762 48.0471 46.7738 44.6854 42.8079 41.593 40.844 39.9506 39.3149 38.9654 38.6169 38.1566 37.7917 37.2967 36.5419 35.6131 34.2806 32.8673 31.4853 29.9817 28.4713 26.873 25.3034 23.9074 22.7371 21.3981 19.9495 18.6639 17.8453 17.3087 17.1065 17.2259 17.1545 16.3712 15.3054 14.3698 13.3755 12.5279 11.7951 11.1924 10.7297 10.6051 10.9934 11.4941 0 -1.23015 0.448399 -0.00565443 0.691284 -0.780425 0.808282 -0.931754 -0.0992457 0.604988 -0.161031 -0.775432 -0.582228 0.365522 -1.30243 0.05733 -1.74125 -0.938865 0.4214 -1.25009 -1.99414 -1.0959 -0.308218 -0.334229 -0.182814 -2.58852 -0.881585 1.29943 0.797415 -2.39863 -1.17542 -1.80508 -1.45127 -2.00197 -1.57737 -0.313701 0.290824 -0.166591 -0.146375 -1.27465 0.757271 1.29961 1.96054 0.610422 0.163033 0.528833 0.158781 0.519776 0.586597 0.465229 0.575465 0.648547 0.468279 0.417029 0.81403 0.642668 0 0 0.392615 0.227727 0.57934 24.6261623031344 0.0233435105546316 0.0334253182417893 0.0326956496503329 0.434233480565499 2.34953225229225
57.8545 0.431132 0.0409708 0.0778042 0 0 0 0 0.0746459 0.0335548 57.8545 57.6578 57.3254 56.7614 55.8395 54.3278 52.7231 51.7607 50.0611 49.0109 47.7372 45.6377 43.773 42.5468 41.7944 40.8842 40.2272 39.8492 39.4883 39.0355 38.6839 38.1854 37.4208 36.4684 35.1005 33.6538 32.2322 30.7078 29.1569 27.5099 25.9065 24.4796 23.2916 21.9193 20.4457 19.1717 18.3544 17.8055 17.6215 17.7707 17.7104 16.9181 15.8126 14.8546 13.8332 12.9635 12.1944 11.5662 11.0808 10.8903 11.106 11.3295 0 -1.18807 0.635232 -0.172822 0.573454 -0.624648 0.804341 -1.10352 0.246718 0.481513 -0.0102376 -0.844835 -1.0006 0.437421 -1.11636 0.101911 -1.81318 -0.793187 0.338152 -1.28128 -2.00493 -1.16457 0.032734 -0.532315 -0.351198 -2.52508 -0.332965 1.38325 0.726971 -2.44296 -1.34254 -1.48942 -1.61809 -2.08114 -1.25451 -0.458174 0.424933 -0.0945951 -0.428572 -1.65403 0.991153 0.96723 1.71805 0.302646 0.160415 0.520336 0.159107 0.522742 0.58692 0.461037 0.581044 0.648809 0.462273 0.408783 0.827834 0.63231 0 0 0.396704 0.227859 0.574834 25.2947605141207 0.0179124652801648 0.0308247614274481 0.0301677832084577 0.437213363076696 2.21326428249086
58.3783 0.382389 0.0409881 0.0788739 0 0 0 0 0.0688291 0.0374052 58.3783 58.1826 57.8537 57.3018 56.402 54.8756 53.2782 52.3352 50.6612 49.6189 48.308 46.1946 44.2975 43.0488 42.2517 41.3155 40.648 40.2683 39.9274 39.4858 39.122 38.6247 37.8482 36.887 35.5419 34.1104 32.7114 31.2184 29.6907 28.0403 26.4134 24.9479 23.7393 22.3703 20.8961 19.6325 18.8231 18.2863 18.1229 18.3028 18.2737 17.525 16.4963 15.583 14.5974 13.7738 13.0431 12.4406 11.9576 11.6893 11.6906 11.5466 0 -1.21575 0.534465 -0.235592 0.692155 -0.628354 0.75997 -0.521622 0.133261 0.476546 0.0840313 -0.849357 -1.36897 0.480269 -0.909143 0.257545 -1.93203 -0.714376 0.180583 -1.09116 -1.31082 -1.14338 -0.0333639 -0.400632 -0.167432 -2.71778 -0.676613 1.49857 0.812494 -2.38632 -1.32506 -1.41882 -1.22137 -2.13362 -0.796381 -0.435192 0.548418 -0.203239 -0.190153 -1.56502 0.789354 0.379717 1.34829 -1.01009 0.155084 0.514336 0.160648 0.524302 0.586594 0.463802 0.590502 0.646546 0.459879 0.399996 0.828585 0.645178 0 0 0.370351 0.21659 0.520146 26.4145247843879 0.0181387002688192 0.0254463109109718 0.0249331134890142 0.452471633884301 1.95767816452865
56.606 0.412814 0.0409743 0.0782448 0 0 0 0 0.082807 0.0393477 56.606 56.4101 56.0822 55.5315 54.6228 53.0983 51.4907 50.5445 48.8496 47.8363 46.5463 44.4602 42.5754 41.3361 40.6037 39.7212 39.1492 38.8855 38.6515 38.3009 38.0003 37.5355 36.7858 35.8114 34.454 33.041 31.6465 30.1386 28.6181 26.9799 25.349 23.899 22.688 21.3195 19.8517 18.5803 17.7651 17.2016 17.0053 17.1444 17.067 16.248 15.1612 14.2069 13.2015 12.3536 11.6006 10.9733 10.45 10.1148 10.1739 10.1476 0 -0.802312 0.46051 -0.195933 0.674092 -0.468715 0.957188 -0.936621 0.286204 0.403718 -0.117995 -0.938444 -0.878516 0.52742 -0.968101 0.140512 -1.91081 -0.755106 0.2713 -1.24642 -1.43892 -1.13811 -0.19062 -0.40373 -0.0593402 -2.79313 -0.445973 1.4334 0.749545 -2.36549 -1.37941 -1.41672 -1.30369 -2.25101 -0.969454 -0.499356 0.414163 -0.0695606 -0.364817 -1.42755 0.75016 -0.44039 2.05808 -0.679183 0.156597 0.523497 0.166285 0.518554 0.586615 0.463181 0.58543 0.64772 0.465307 0.412475 0.826402 0.631217 0 0 0.407912 0.233408 0.591658 25.1009029434466 0.0210772707089237 0.0286893077274468 0.0280919154133531 0.443431843681705 2.06287323337235
55.8665 0.429924 0.0409632 0.0789474 0 0 0 0 0.0867874 0.0409911 55.8665 55.6721 55.3473 54.7982 53.8828 52.3938 50.8091 49.8906 48.2149 47.1978 45.9391 43.8984 42.0487 40.8637 40.1532 39.3081 38.7365 38.4907 38.2194 37.8229 37.4772 36.9588 36.176 35.1746 33.8162 32.393 31.0179 29.5143 27.9853 26.3625 24.7418 23.3127 22.1179 20.7532 19.2982 18.0438 17.2295 16.6706 16.4835 16.6515 16.6132 15.8265 14.764 13.8167 12.8186 11.9753 11.2159 10.5814 10.0452 9.69044 9.74977 9.72504 0 -0.859643 0.524044 -0.446368 0.812801 -0.541939 0.866945 -0.569606 -0.00382831 0.58725 -0.535312 -0.867033 -0.761948 0.578262 -1.14922 0.0332573 -1.61224 -0.831952 0.302153 -0.999115 -2.00536 -1.2448 -0.0545174 -0.522951 -0.228558 -2.85503 -0.828523 1.51141 0.683736 -2.76533 -1.25017 -1.4009 -1.73107 -2.23501 -0.893635 -0.653497 0.410349 -0.0921083 -0.754266 -1.20973 0.739541 -1.01609 2.12874 -1.16596 0.15801 0.521482 0.165861 0.521072 0.587387 0.463727 0.584775 0.644641 0.464729 0.41122 0.817049 0.639013 0 0 0.407752 0.23727 0.61809 24.5674108424812 0.021963003006722 0.0307069887830549 0.0300538368503767 0.43975210264615 2.16286297683272
